Registro,Nombre del Buque,Longitud del Buque (Eslora),Muelle Asignado,Retraso Estimado (Horas)
3391,LJUBICA M /P00-0825,32.93,Marginal,332.68
3403,DOÑA NANCY,35.94,Marginal,122.97
3396,FIORELLA L,39.46,Marginal,147.49
3394,PS-1,45.7,Marginal,44.95
3393,MILENKA C,45.7,Marginal,932.85
3383,CARMEN D,47.0,Marginal,576.29
3384,DON ALVARO,34.37,Marginal,31.07
3376,CAP. PROSPERO Z.,31.75,Marginal,343.4
3379,EL DORADO,41.76,Marginal,500.1
3378,ALIZE,51.5,Marginal,1626.98
3375,CAP. TINO B,34.98,Marginal,123.9
3374,GLORIA C,31.85,Marginal,218.98
3371,JO LINDA,40.17,Marginal,105.42
3370,ALASKA / TN-04-00843,30.44,Marginal,177.83
3369,DOÑA NANCY,35.94,Marginal,150.59
3356,LUCY,43.5,Marginal,139.33
3352,DON ALVARO,34.37,Marginal,148.47
3351,EL CONDE,32.6,Marginal,172.47
3353,MARIA FATIMA,32.4,Marginal,322.36
3293,LUCIA T,52.52,Marginal,149.3
3291,SOUTHERN QUEEN,36.8,Marginal,112.91
3292,DOMENICA L,34.59,Marginal,142.65
3290,MONTENEME,54.6,Marginal,146.71
3284,PATRICIA LYNN,32.9,Marginal,433.93
3285,ROSSANA L,55.17,Marginal,40.07
3275,DON MARIO,50.43,Marginal,240.19
3280,ALASKA / TN-04-00843,30.44,Marginal,76.47
3266,DON ALVARO,34.37,Marginal,103.04
3276,CLAUDIA L,45.7,Marginal,101.99
3274,GINO D,51.65,Marginal,195.93
3254,EL DORADO,41.76,Marginal,52.41
3261,LJUBICA M /P00-0825,32.93,Marginal,88.86
3255,REINA DEL MAR / P-04-00657,53.96,Marginal,178.57
3256,GLORIA C,31.85,Marginal,147.69
3253,EILEEN MARIE,52.41,Marginal,3296.54
3250,CARMEN D,47.0,Marginal,99.28
3251,GINO D,51.65,Marginal,76.89
3252,DANILO C / P-04-0604,26.05,Marginal,436.36
3249,DOÑA NANCY,35.94,Marginal,79.75
3248,TARQUI,43.5,Marginal,106.4
3240,EL CONDE,32.6,Marginal,188.71
3182,REINA DEL MAR / P-04-00657,53.96,Marginal,154.0
3183,FORTICA,33.28,Marginal,147.4
3180,NORTH QUEEN,35.87,Marginal,222.74
3181,DOMINADOR I,41.76,Marginal,29.6
3175,DON ANTONIO,38.91,Marginal,283.45
3174,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,102.76
3166,SOUTHERN QUEEN,36.8,Marginal,115.56
3171,DON ALVARO,34.37,Marginal,223.08
3170,LJUBICA M /P00-0825,32.93,Marginal,112.41
3167,OCEAN LADY,33.77,Marginal,171.33
3165,ENTERPRISE,68.1,Marginal,127.03
3157,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,175.11
3152,ROMEO,24.08,Marginal,180.24
3145,DOÑA NANCY,35.94,Marginal,173.11
3144,MONTENEME,54.6,Marginal,125.19
3138,GLORIA C,31.85,Marginal,148.66
3139,MIRY ANN  D,50.04,Marginal,236.87
3134,PATRICIA LYNN,32.9,Marginal,164.28
3084,PANCHITO L,55.16,Marginal,120.42
3081,EL CONDE,32.6,Marginal,148.32
3082,NORTH QUEEN,35.87,Marginal,174.26
3075,MALULA,55.17,Marginal,233.13
3064,CAP. TINO B,34.98,Marginal,161.05
3065,MONTECRISTI,39.94,Marginal,126.4
3058,GINO D,51.65,Marginal,370.28
3057,EL DORADO,41.76,Marginal,417.76
3055,ALIZE,51.5,Marginal,163.5
3056,ALASKA,30.44,Marginal,484.19
3049,OCEAN LADY,33.77,Marginal,147.51
3050,MARY LYNN,33.4,Marginal,142.57
3048,LUCY,43.5,Marginal,170.73
3047,ROMEO,24.08,Marginal,440.83
3044,DOMINADOR I,41.76,Marginal,146.42
3041,FORTICA,33.28,Marginal,123.54
3043,LJUBICA M /P00-0825,32.93,Marginal,162.27
3042,BETTY ELIZABETH,31.02,Marginal,122.69
3037,GLORIA C,31.85,Marginal,240.15
3035,DON ALVARO,34.37,Marginal,200.12
3031,JO LINDA,40.17,Marginal,104.82
3034,TARQUI,43.5,Marginal,388.03
2988,MARY LYNN,33.4,Marginal,52.12
2985,DOMENICA L,34.59,Marginal,129.62
2972,REINA DEL MAR / P-04-00657,53.96,Marginal,528.1
2968,GLORIA C,31.85,Marginal,148.82
2967,DOÑA TULA,48.0,Marginal,193.88
2969,DOÑA NANCY,35.94,Marginal,151.09
2960,ARIETE,46.0,Marginal,199.3
2959,LUCIA T,52.52,Marginal,270.25
2945,EL CONDE,32.6,Marginal,173.33
2944,CARMEN D,47.0,Marginal,89.23
2938,MARY LYNN,33.4,Marginal,92.86
2937,NORTH QUEEN,35.87,Marginal,198.17
2930,ROMEO,24.08,Marginal,222.04
2925,OCEAN LADY,33.77,Marginal,146.71
2928,LJUBICA M /P00-0825,32.93,Marginal,56.38
2923,MONTENEME,54.6,Marginal,165.58
2922,BETTY ELIZABETH,31.02,Marginal,171.0
2909,MALULA,55.17,Marginal,101.12
2908,DON ALVARO,34.37,Marginal,151.58
2842,MARY LYNN,33.4,Marginal,121.44
2843,FIORELLA L,39.46,Marginal,433.3
2841,MIRIAM /P-00-00506,35.94,Marginal,24.34
2829,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,95.02
2813,YOLANDA L,66.46,Fondeo no comercial,214.14
2811,OCEAN LADY,33.77,Marginal,123.48
2816,MEDJUGORJE / P-04-00006,60.28,Internacional,166.59
2815,TARQUI,43.5,Marginal,96.68
2817,LJUBICA M /P00-0825,32.93,Marginal,146.88
2812,MIRIAM /P-00-00506,35.94,Marginal,180.91
2814,NORTH QUEEN,35.87,Marginal,29.34
2795,DON ALVARO,34.37,Marginal,150.91
2794,JOSELITO / P-04-00083,26.6,Marginal,7067.56
2805,CLAUDIA L,45.7,Marginal,77.39
2783,EL DORADO,41.76,Marginal,71.51
2768,CARMEN D,47.0,Marginal,165.89
2723,GINO D,51.65,Marginal,125.7
2724,ALIZE,51.5,Marginal,54.24
2720,ARIETE,46.0,Marginal,180.06
2721,GLORIA C,31.85,Marginal,187.3
2683,FIORELLA L,39.46,Marginal,510.7
2682,LJUBICA M /P00-0825,32.93,Marginal,66.38
2681,JOSELITO / P-04-00083,26.6,Marginal,149.4
2679,NORTH QUEEN,35.87,Marginal,257.09
2680,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,204.49
2678,LUCY,43.5,Marginal,3.17
2667,MARY LYNN,33.4,Marginal,54.94
2635,MONTENEME,54.6,Marginal,118.61
2634,DON ALVARO,34.37,Marginal,151.45
2600,EL DORADO,41.76,Marginal,54.03
2581,MONTECRISTI,39.94,Marginal,147.45
2591,BETTY ELIZABETH,31.02,Marginal,113.93
2592,ROSSANA L,55.17,Marginal,297.31
2589,MARY LYNN,33.4,Marginal,137.82
2588,EL DORADO,41.76,Marginal,125.83
2571,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,271.58
2570,DON ALVARO,34.37,Marginal,221.76
2572,CAP. TINO B,34.98,Marginal,610.26
2565,ALIZE,51.5,Marginal,654.6
2566,ALASKA / TN-04-00843,30.44,Marginal,307.43
2556,GLORIA C,31.85,Marginal,426.49
2544,DON MARIO,50.43,Marginal,696.68
2541,LUCY,43.5,Marginal,170.99
2542,LJUBICA M /P00-0825,32.93,Marginal,51.0
2543,GRENADIER,65.85,Marginal,7.2
2540,OCEAN LADY,33.77,Marginal,931.81
2534,CLAUDIA L,45.7,Marginal,826.56
2533,EL CONDE,32.6,Marginal,597.8
2521,MARY LYNN,33.4,Marginal,22.31
2466,DIANA MARIA,36.66,Marginal,51.25
2458,ARIETE,46.0,Marginal,101.22
2453,CAP. TINO B,34.98,Marginal,191.37
2454,DON MARIO,50.43,Marginal,197.1
2455,DON ALVARO,34.37,Marginal,31.5
2456,MIRIAM /P-00-00506,35.94,Marginal,1638.94
2446,PANCHITO L,55.16,Marginal,1331.78
2433,FORTICA,33.28,Marginal,234.11
2445,NORTH QUEEN,35.87,Marginal,113.28
2434,BETTY ELIZABETH,31.02,Marginal,172.96
2432,REINA DEL MAR / P-04-00657,53.96,Marginal,1779.34
2435,YELISAVA,50.4,Marginal,1536.44
2437,ROSSANA L,55.17,Marginal,220.39
2431,DON ALVARO,34.37,Marginal,72.73
2430,CARMEN D,47.0,Marginal,185.63
2429,GLORIA C,31.85,Marginal,100.54
2427,MALULA,55.17,Fondeo no comercial,153.08
2426,LUCIA T,52.52,Marginal,2057.76
2425,EL CONDE,32.6,Marginal,78.65
2415,TARQUI,43.5,Marginal,54.75
2414,MARY LYNN,33.4,Marginal,77.78
2412,CAP. PROSPERO Z.,31.75,Marginal,145.44
2407,DOMENICA L,34.59,Marginal,89.7
2557,MARTINA C,72.1,Marginal,1851.46
2558,CLAUDIA L,45.7,Marginal,524.64
2569,CAP. DANNY B,34.98,Marginal,5522.87
2358,SOUTHERN QUEEN,36.8,Marginal,897.79
2353,GINO D,51.65,Marginal,195.97
2354,ELIZABETH CINCO,72.1,Internacional,80.9
2343,LJUBICA M /P00-0825,32.93,Marginal,118.1
2338,EL DORADO (ASOCIACION),42.0,Marginal,54.35
2340,DON ALVARO,34.37,Marginal,58.99
2337,DIANA MARIA,36.66,Marginal,225.12
2339,CONNIE JEAN TWO,41.75,Marginal,125.2
2567,MATUNNA MARINER,34.98,Marginal,272.96
2332,REINA DEL MAR / P-04-00657,53.96,Marginal,8.97
2333,DANILO C / P-04-0604,26.05,Marginal,100.14
2331,BETTY ELIZABETH,31.02,Marginal,99.52
2329,CAP. PROSPERO Z.,31.75,Marginal,174.66
2320,CAP. TINO B,34.98,Marginal,99.94
2317,MARY LYNN,33.4,Marginal,121.52
2318,DON MARIO,50.43,Marginal,124.21
2330,MATUNNA MARINER,34.98,Marginal,80.75
2319,ROMEO,24.08,Marginal,432.81
2316,MEDJUGORJE / P-04-00006,60.28,Internacional,161.2
2306,JOSELITO / P-04-00083,26.6,Marginal,143.15
2315,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,132.86
2249,CARMEN D,47.0,Marginal,182.12
2250,DANILO C / P-04-0604,26.05,Marginal,26.2
2244,MIRY ANN  D,50.04,Marginal,202.84
2224,DOMINADOR I,41.76,Marginal,7.05
2239,PANCHITO L,55.16,Marginal,172.06
2238,CLAUDIA L,45.0,Marginal,1339.38
2237,YOLANDA L,66.46,Internacional,251.28
2221,NORTH QUEEN,35.87,Marginal,41.91
2217,DIANA MARIA,36.66,Marginal,192.96
2216,CAP. TINO B,34.98,Marginal,160.57
2195,DANILO C / P-04-0604,26.05,Marginal,172.0
2202,JOSELITO / P-04-00083,26.6,Marginal,26.31
2196,DON ALVARO,34.37,Marginal,175.15
2201,ANDES I,60.7,Fondeo no comercial,28.9
2194,ROMEO,24.08,Marginal,29.84
2187,MONTECRISTI,39.94,Marginal,321.48
2127,ALIZE,51.5,Marginal,162.24
2119,DOÑA TULA,48.0,Marginal,929.05
2106,DANILO C / P-04-0604,26.05,Marginal,161.44
2105,MARY LYNN,33.4,Marginal,891.02
2112,TARQUI,43.5,Marginal,876.38
2104,JOSELITO / P-04-00083,26.6,Marginal,557.66
2103,EL CONDE,32.6,Marginal,77.46
2102,ALASKA / TN-04-00843,30.44,Marginal,2284.2
2083,ARIETE,46.0,Marginal,425.35
2082,LUCIA T,52.52,Marginal,340.52
2080,CAP. TINO B,34.98,Marginal,147.51
2079,DON ALVARO,34.37,Marginal,300.45
2029,GINO D,51.65,Marginal,1638.05
2028,SAN ANDRES,78.0,Internacional,1436.84
2026,MALULA,55.17,Marginal,1431.98
2005,BETTY ELIZABETH,31.02,Marginal,129.4
2021,LUCY,43.5,Marginal,1500.43
2022,EL DORADO,41.76,Marginal,1497.72
2020,DON MARIO,50.43,Marginal,1663.81
2023,TARQUI,43.5,Marginal,111.36
2010,LJUBICA M /P00-0825,32.93,Marginal,1530.91
2009,GLORIA C,31.85,Marginal,113.22
2007,DIANA MARIA,36.66,Marginal,1037.64
2011,MARY LYNN,33.4,Marginal,536.48
2004,YOLANDA L,66.46,Internacional,227.51
1999,SOUTHERN QUEEN,36.8,Marginal,717.9
1996,MONTECRISTI,39.94,Marginal,763.53
2000,FIORELLA L,39.46,Marginal,149.36
1997,EL CONDE,32.6,Marginal,174.7
1986,DANILO C / P-04-0604,26.05,Marginal,117.9
1991,MONTENEME,54.6,Marginal,906.18
1987,MARIA FATIMA,32.4,Marginal,2574.53
1978,NORTH QUEEN,35.87,Marginal,153.71
1924,GLORIA C,31.85,Marginal,140.11
1923,LJUBICA M /P00-0825,32.93,Marginal,55.9
1922,ROMEO,24.08,Marginal,355.48
1915,DIANA MARIA,36.66,Marginal,42.94
1913,TARQUI,43.5,Marginal,54.17
1899,GINO D,51.65,Marginal,141.08
1888,ARIETE,46.0,Marginal,54.51
1889,EL CONDE,32.6,Marginal,266.09
1887,EILEEN MARIE,38.34,Marginal,360.51
1877,DON MARIO,50.43,Marginal,99.43
1886,DON ALVARO,34.37,Marginal,338.02
1878,ROSSANA L,55.17,Fondeo no comercial,78.15
1874,REINA DEL MAR / P-04-00657,53.96,Marginal,303.93
1869,DOÑA TULA,48.0,Marginal,188.24
1876,PANCHITO L,55.16,Marginal,188.67
1875,DIANA MARIA,36.66,Marginal,218.43
1870,SOUTHERN QUEEN,36.8,Marginal,121.38
1873,ROMEO,24.08,Marginal,161.13
1868,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,206.44
1867,ATUNMANTA,47.85,Marginal,7989.79
1861,DANILO C / P-04-0604,26.05,Marginal,139.8
1858,NAZCA,74.25,Internacional,52.57
1860,ALINA,53.85,Marginal,30.05
1811,JOSELITO / P-04-00083,26.6,Marginal,279.24
1810,LJUBICA M /P00-0825,32.93,Marginal,76.9
1809,ALEJANDRA,42.03,Marginal,91.77
1807,GLORIA C,31.85,Marginal,161.22
1806,MAR CANTABRICO,32.9,Marginal,72.85
1801,BETTY ELIZABETH,31.02,Marginal,100.63
1803,DON ALVARO,34.37,Marginal,130.82
1805,MONTENEME,54.6,Marginal,167.1
1783,DOMENICA L,34.59,Marginal,170.91
1802,CLAUDIA L,45.0,Marginal,215.55
1800,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,2524.82
1804,MARY LYNN,33.4,Marginal,102.83
1782,FIORELLA L,39.46,Marginal,142.29
1784,ALIZE,51.5,Marginal,166.7
1770,LUCY,43.5,Marginal,123.53
1779,FORTICA,33.28,Marginal,3869.08
1765,EILEEN MARIE,38.34,Marginal,79.76
1773,DANILO C / P-04-0604,26.05,Marginal,143.59
1772,ROCIO,71.5,Fondeo no comercial,14.22
1768,ROMEO,24.08,Marginal,367.35
1771,DON ANTONIO,38.91,Marginal,173.22
1769,CAP. TINO B,34.98,Marginal,160.17
1767,YELISAVA,50.4,Marginal,2.26
1774,ALESHKA,56.93,Fondeo no comercial,54.46
1764,EL DORADO,41.76,Marginal,52.66
1746,DIANA MARIA,36.66,Marginal,187.93
1744,MALULA,55.17,Marginal,249.79
1745,TARQUI,43.5,Marginal,102.2
1736,DOÑA TULA,48.0,Marginal,209.12
1743,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,99.16
1733,ARIETE,46.0,Marginal,192.78
1737,LUCIA T,52.52,Marginal,216.33
1725,DON ALVARO,34.37,Marginal,104.01
1664,DIANA MARIA,36.66,Marginal,148.09
1665,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,103.47
1663,CABO DE HORNOS,55.6,Marginal,44.82
1662,EL DORADO,41.76,Marginal,168.8
1653,OCEAN LADY,33.77,Marginal,406.66
1649,DANILO C / P-04-0604,26.05,Marginal,146.6
1661,YOLANDA L,66.46,Fondeo no comercial,356.72
1650,MARIA FATIMA,32.4,Marginal,266.02
1648,BETTY ELIZABETH,31.02,Marginal,51.06
1639,GLORIA C,31.85,Marginal,100.23
1638,CAP. TINO B,34.98,Marginal,147.5
1637,MARY LYNN,33.4,Marginal,97.85
1636,EILEEN MARIE,38.34,Marginal,104.42
1628,REINA DEL MAR / P-04-00657,53.96,Marginal,243.49
1633,LJUBICA M /P00-0825,32.93,Marginal,126.95
1629,FIORELLA L,39.46,Marginal,176.59
1624,SAN ANDRÉS,78.01,Internacional,46.3
1627,MIRY ANN  D,50.04,Marginal,-2.52
1623,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,24.69
1619,ROMEO,24.08,Marginal,483.38
1618,DOMENICA L,34.59,Marginal,207.46
1617,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,265.81
1616,DIANA MARIA,36.66,Marginal,170.45
1606,DON ALVARO,34.37,Marginal,155.23
1605,ROSSANA L,55.17,Marginal,410.74
1542,CAP. TINO B,34.98,Marginal,148.38
1543,LUCIA T,52.52,Marginal,240.29
1520,PANCHITO L,55.16,Marginal,236.59
1519,NORTH QUEEN,35.87,Marginal,192.68
1518,EL DORADO,41.76,Marginal,75.04
1517,DON BARTOLO,50.04,Marginal,22.41
1512,DANILO C / P-04-0604,26.05,Marginal,32.66
1513,DON MARIO,50.43,Marginal,146.24
1511,JO LINDA,40.17,Marginal,57.39
1510,YELISAVA,50.4,Marginal,95.28
1499,AMANDA S,71.02,Fondeo no comercial,28.62
1498,JOSELITO / P-04-00083,26.6,Marginal,159.14
1500,DIANA MARIA,36.66,Marginal,355.95
1489,AMERICAN EAGLE,59.87,Marginal,4.22
1485,EASTERN PACIFIC,42.59,Marginal,768.33
1488,ROMEO,24.08,Marginal,121.72
1486,LJUBICA M /P00-0825,32.93,Marginal,53.98
1479,BETTY ELIZABETH,31.02,Marginal,96.49
1477,FIORELLA L,39.46,Marginal,143.46
1478,NAZCA,74.25,Marginal,198.05
1476,MIRY ANN  D,50.04,Marginal,39.91
1475,MARIA FATIMA,32.4,Marginal,220.42
1470,EILEEN MARIE,38.34,Marginal,125.57
1471,DOÑA MARUJA,45.5,Marginal,17.83
1468,ALIZE,51.5,Marginal,124.8
1469,ALINA,53.85,Marginal,53.32
1459,MARIA JOSE,60.04,Marginal,100.14
1441,GINO D,51.65,Marginal,257.08
1443,LUCY,43.5,Marginal,75.36
1439,EL CONDE,32.6,Marginal,117.77
1437,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,129.4
1438,LJUBICA M /P00-0825,32.93,Marginal,49.93
1440,ROMEO,24.08,Marginal,41.06
1435,DON MARIO,50.43,Marginal,120.61
1436,MONTENEME,54.6,Marginal,128.71
1369,JOSELITO / P-04-00083,26.6,Marginal,144.86
1375,LIZI,67.29,Fondeo no comercial,335.04
1368,CLAUDIA L,45.0,Marginal,100.97
1374,BETTY ELIZABETH,31.02,Marginal,17.18
1373,DOÑA TULA,48.0,Marginal,115.66
1357,EL DORADO,41.76,Marginal,73.37
1367,DOÑA ROGE,56.97,Marginal,129.85
1361,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,673.54
1355,PATRICIA LYNN,32.9,Marginal,3.48
1348,ROMEO,24.08,Marginal,285.34
1347,ALIZE,51.5,Marginal,53.64
1346,CARMEN D,47.0,Marginal,49.02
1344,MARY LYNN,33.4,Marginal,106.19
1342,DON MARIO,50.43,Marginal,115.13
1343,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,106.65
1339,LUCY,43.5,Marginal,101.6
1345,ROSSANA L,55.17,Marginal,173.15
1328,EILEEN MARIE,38.34,Marginal,119.33
1338,MALULA,55.17,Marginal,173.64
1337,FIORELLA L,39.46,Marginal,124.85
1323,DANILO C / P-04-0604,26.05,Marginal,31.1
1316,MARIA FATIMA,32.4,Marginal,73.55
1321,ARIETE,46.0,Marginal,151.61
1317,EL CONDE,32.6,Marginal,100.36
1322,LUCIA T,52.52,Marginal,128.31
1256,MIRIAM /P-00-00506,35.94,Marginal,145.2
1257,JOSELITO / P-04-00083,26.6,Marginal,117.69
1255,TARQUI,43.5,Marginal,105.0
1253,MONTECRISTI,39.94,Marginal,110.85
1254,EL DORADO,41.76,Marginal,51.01
1252,ENTERPRISE,68.1,Marginal,28.17
1247,ROMEO,24.08,Marginal,49.19
1241,GRENADIER,65.85,Marginal,170.7
1234,LUCY,43.5,Marginal,98.52
1227,JO LINDA,40.17,Marginal,113.12
1233,MARY LYNN,33.4,Marginal,101.86
1226,ALINA,53.85,Marginal,71.63
1221,DAIICHI MARU Nº 25 /P-04-00788,46.75,Marginal,250.15
1211,MARIA FATIMA,32.4,Marginal,70.76
1212,YARA,54.58,Marginal,50.23
1121,CLAUDIA L,45.0,Marginal,319.77
1118,DOÑA MARUJA,45.5,Marginal,169.5
1114,CABO DE HORNOS,55.6,Internacional,222.84
1085,TARQUI,43.5,Marginal,221.24
1092,LJUBICA M /P00-0825,32.93,Marginal,352.69
1100,CAP. TINO B,34.98,Marginal,628.21
1097,ALESSIA,56.9,Marginal,682.29
1098,CHIARA,56.52,Fondeo no comercial,666.99
1099,EL DORADO,41.76,Marginal,240.42
1087,SOUTHERN QUEEN,36.8,Marginal,357.67
1091,DOMINADOR I,41.76,Marginal,264.82
1088,GLORIA C,31.85,Marginal,294.36
1086,EL CONDE,32.6,Marginal,317.34
1090,MONTECRISTI,39.94,Marginal,289.48
1077,MARY LYNN,33.4,Marginal,340.38
1082,DON BARTOLO,50.04,Marginal,91.55
1089,LUCY,43.5,Marginal,335.82
1078,OCEAN LADY,33.77,Marginal,833.78
1080,SEA GEM,67.0,Internacional,652.72
1079,DANILO C / P-04-0604,26.05,Marginal,777.61
1065,BETTY ELIZABETH,31.02,Marginal,116.72
1074,DON ALVARO,34.37,Marginal,463.42
1067,INGALAPAGOS,36.77,Marginal,48.63
1059,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,515.29
1009,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,150.69
970,DOMENICA L,34.59,Marginal,1782.0
1007,JOSELITO / P-04-00083,26.6,Marginal,162.76
1010,MARY LYNN,33.4,Marginal,75.68
1008,DOÑA ROGE,56.97,Internacional,628.3
971,ROSSANA L,55.17,Marginal,811.05
998,AMALIA NO USAR,68.75,Internacional,1591.58
997,LJUBICA M /P00-0825,32.93,Marginal,106.3
1002,ROMEO,24.08,Marginal,319.55
996,MIRIAM /P-00-00506,35.94,Marginal,241.43
978,PANCHITO L,55.16,Marginal,72.49
987,REINA DEL MAR / P-04-00657,53.96,Marginal,664.08
969,FIORELLA L,39.46,Marginal,929.59
977,GLORIA C,31.85,Marginal,76.57
972,NAZCA,74.25,Internacional,384.45
975,SOUTHERN QUEEN,36.8,Marginal,80.35
976,ALINA,53.85,Marginal,146.79
974,AMANDA S,71.02,Internacional,143.59
966,DOÑA TULA,48.0,Marginal,1361.89
973,YOLANDA L,66.46,Internacional,200.65
963,SEA GEM,59.19,Internacional,186.44
960,PANCHITO L,55.16,Marginal,18.48
965,JO LINDA,40.17,Marginal,328.88
955,BETTY ELIZABETH,31.02,Marginal,90.59
964,ALESSIA,56.9,Marginal,210.93
957,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,19.83
956,DANILO C / P-04-0604,26.05,Marginal,124.82
951,MARIA FATIMA,32.4,Marginal,151.36
954,ALESHKA,56.93,Fondeo no comercial,99.14
950,FIORELLA L,39.46,Marginal,3.25
942,EILEEN MARIE,38.34,Marginal,1521.77
947,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,152.22
943,EL DORADO,41.76,Marginal,52.96
941,EL CONDE,32.6,Marginal,101.58
946,CHIARA,56.52,Internacional,366.41
944,CAP. TINO B,34.98,Marginal,680.72
940,TARQUI,43.5,Marginal,100.23
945,MONTECRISTI,39.94,Marginal,75.53
878,CLAUDIA L,45.0,Marginal,117.98
887,JOSELITO / P-04-00083,26.6,Marginal,199.72
885,ALASKA / TN-04-00843,30.44,Marginal,342.16
884,GLORIA C,31.85,Marginal,220.06
872,DON BARTOLO,50.04,Marginal,82.41
873,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,291.37
870,LJUBICA M /P00-0825,32.93,Marginal,53.1
871,DANILO C / P-04-0604,26.05,Marginal,171.89
861,SOUTHERN QUEEN,36.8,Marginal,169.62
867,DON ALVARO,34.37,Marginal,126.16
862,MEDJUGORJE / P-04-00006,60.28,Fondeo no comercial,140.32
860,JO LINDA,40.17,Marginal,47.68
855,PACIFIC TUNA / EX DON CAMIL  -NO USAR,55.45,Marginal,128.79
849,OCEAN LADY,33.77,Marginal,170.63
850,EL CONDE,32.6,Marginal,282.97
847,DOMENICA L,34.59,Marginal,49.08
841,BETTY ELIZABETH,31.02,Marginal,144.28
840,MIRIAM /P-00-00506,35.94,Marginal,176.91
839,AMALIS,37.0,Marginal,457.81
832,MALULA,55.17,Fondeo no comercial,227.9
768,SOUTHERN QUEEN,36.8,Marginal,171.15
767,ALASKA / TN-04-00843,30.44,Marginal,124.07
766,FIORELLA L,39.46,Marginal,75.81
760,GINO D,51.65,Marginal,269.63
762,JOSELITO / P-04-00083,26.6,Marginal,197.34
761,MARIA FATIMA,32.4,Marginal,441.95
740,LJUBICA M /P00-0825,32.93,Marginal,154.87
741,DON ALVARO,34.37,Marginal,127.95
733,OCEAN LADY,33.77,Marginal,148.42
730,MARTA LUCIA R,78.33,Internacional,26.07
739,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,221.96
732,SAN ANDRÉS,78.01,Internacional,72.44
718,SANDRA C,66.5,Internacional,118.79
729,MARY LYNN,33.4,Marginal,315.53
705,ARIETE,46.0,Marginal,356.55
707,REINA DEL MAR / P-04-00657,53.96,Marginal,152.42
805,PACIFIC TUNA / EX DON CAMIL  -NO USAR,50.35,Marginal,825.46
653,DON ALVARO,34.37,Marginal,140.79
652,ROSITA C,84.0,Internacional,642.16
647,CAP. TINO B,34.98,Marginal,148.82
644,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,145.13
646,DOMENICA L,34.59,Marginal,149.44
675,CABO DE HORNOS,55.6,Marginal,769.22
624,BAMBINO -EX MAURITANIA,42.5,Marginal,17.44
621,SOUTHERN QUEEN,36.8,Marginal,130.34
622,MONTENEME,54.6,Marginal,163.98
620,FIORELLA L,39.46,Marginal,77.4
673,PACIFIC TUNA / EX DON CAMIL  -NO USAR,50.35,Marginal,752.97
562,EL DORADO,41.76,Marginal,1451.28
559,LJUBICA M /P00-0825,32.93,Marginal,578.62
557,LUCY,43.5,Marginal,1498.56
558,DON ALVARO,34.37,Marginal,256.77
556,TARQUI,43.5,Marginal,1497.88
565,DOMINADOR I,41.76,Marginal,1497.62
555,LUCIA T,52.52,Marginal,1152.23
551,MARY LYNN,33.4,Marginal,458.27
550,ALIZE,51.5,Marginal,1433.76
543,GLORIA C,31.85,Marginal,474.07
544,DANILO C / P-04-0604,26.05,Marginal,148.84
535,MEDJUGORJE / P-04-00006,60.28,Internacional,499.13
536,ALASKA / TN-04-00843,30.44,Marginal,1058.99
534,CARMEN D,47.0,Marginal,1703.8
533,LUCIA T,52.52,Marginal,1.3
531,CAP. TINO B,34.98,Marginal,76.55
532,EL REY.,65.0,Internacional,1464.9
554,DOÑA ROGE,56.97,Marginal,56.56
546,FAVORITE ACE,199.99,Internacional,11.98
525,DOMENICA L,34.59,Marginal,148.99
553,JANE IV,78.29,Internacional,64.48
512,GINO D,51.65,Marginal,216.0
541,VEGA LEADER,180.0,Internacional,3.68
548,ANDES I,60.7,Internacional,2.19
542,CSAV RIO GRANDE,182.8,Internacional,7.04
519,MAR CANTABRICO,32.9,Marginal,84.91
549,"ANDES II, B/T /04-0633/05",70.0,Internacional,76.74
545,JADE ARROW,179.9,Internacional,16.87
521,ENTERPRISE,68.1,Internacional,47.85
537,BONITO / TN-00-00387,101.8,Fondeo no comercial,22.64
510,MALULA,55.17,Marginal,169.51
