Registro,Nombre del Buque,Longitud del Buque (Eslora),Muelle Asignado,Retraso Estimado (Horas)
515,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,73.87
498,SOUTHERN QUEEN,36.8,Marginal,117.96
552,JONATHAN ACE,99.02,Internacional,175.19
500,REINA DEL MAR / P-04-00657,53.96,Marginal,441.14
538,VALE,128.6,Internacional,107.03
499,DON ANTONIO,38.91,Marginal,82.16
528,MARIA DEL CARMEN B/T.,81.2,Internacional,7.19
526,ALTAR 10,53.61,Fondeo no comercial,145.51
508,FIORELLA L,39.46,Marginal,149.71
507,BONITO / TN-00-00387,101.8,Internacional,4.37
484,MORNING CAROLINE,199.94,Internacional,6.75
454,TARQUI,43.5,Marginal,119.35
483,CCNI ELBE,184.06,Internacional,-1.33
452,EILEEN MARIE,38.34,Marginal,177.37
522,ROSSANA L,65.17,Marginal,186.74
447,MIRIAM /P-00-00506,35.94,Marginal,25.73
511,TUNAMAR,76.75,Internacional,177.83
505,UGAVI / P-04-00700,81.0,Internacional,42.83
503,CHIARA,56.52,Fondeo no comercial,104.21
433,AMALIS,37.0,Marginal,26.54
431,EASTERN PACIFIC,42.59,Marginal,122.71
479,AMALIS,37.0,Marginal,-2.46
472,MIRY ANN  D,50.04,Marginal,105.74
476,XIAMEN SKY,190.0,Internacional,91.77
463,WISTERIA ACE,199.99,Internacional,-0.4
471,CIUDAD DE PORTOVIEJO,47.9,Marginal,129.35
432,EL REY.,65.0,Internacional,138.42
430,DANILO C / P-04-0604,26.05,Marginal,137.3
502,MAR CANTABRICO,32.9,Marginal,176.57
456,MARIA DEL CARMEN B/T.,81.2,Internacional,12.68
480,EL REY.,65.0,Fondeo comercial,26.82
470,MEDJUGORJE / P-04-00006,60.28,Internacional,93.02
477,TUNAPESCA,60.44,Internacional,75.19
473,LYCIAM,107.0,Internacional,58.74
462,ROSITA C,84.0,Internacional,91.86
424,HYUNDAI Nº 106,184.2,Internacional,-121.67
419,CARMEN D,47.0,Marginal,121.58
455,GRENADIER,65.85,Fondeo comercial,52.84
448,VEGA LEADER,180.0,Internacional,-3.88
415,ALEJANDRA,42.03,Marginal,559.31
421,NORTH QUEEN,35.87,Marginal,126.7
414,CLAUDIA L,45.0,Marginal,117.31
413,DOÑA MARUJA,45.5,Marginal,81.53
422,ROMEO,24.08,Marginal,265.15
497,ALTAR 10,53.61,Marginal,272.39
423,GLORIA C,31.85,Marginal,127.73
417,YELISAVA,50.4,Marginal,121.75
464,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,175.42
420,JOSELITO / P-04-00083,26.6,Marginal,580.6
412,PANCHITO L,55.16,Marginal,190.76
478,SAN ANDRÉS,78.01,Internacional,242.46
451,DAIICHI MARU Nº 25 /P-04-00788,46.75,Marginal,146.24
458,BARCAZA DE SAL 1,99.51,Internacional,43.44
496,MIRIAM /P-00-00506,35.94,Marginal,284.19
516,SEIN SUN,109.0,Internacional,456.46
428,ANGOL,224.5,Internacional,19.49
449,PANOCEANIS,189.94,Internacional,96.25
397,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,148.22
506,ALTAR 21,48.0,Marginal,390.09
398,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,246.55
450,AURORA B,84.1,Internacional,112.96
425,SWAN ACE,199.95,Internacional,61.04
426,"ANDES II, B/T /04-0633/05",70.0,Fondeo no comercial,32.3
418,RIO AYSEN,182.8,Internacional,12.69
396,EL CONDE,32.6,Marginal,26.86
475,PATRIOTIC,128.6,Internacional,31.52
446,DON BARTOLO,50.04,Marginal,18.69
434,HALCYON Nº 1,45.06,Marginal,422.61
474,DIANA MARIA,36.66,Marginal,704.56
487,DON ABEL,70.75,Internacional,728.11
488,BLUE TUNA / Contrat. Asoc.,62.7,Fondeo no comercial,727.98
489,BAMBINO -EX MAURITANIA,42.5,Marginal,727.66
490,MARIA FATIMA,32.4,Marginal,727.5
491,SOFIA LYNN,47.85,Fondeo no comercial,727.74
492,JAAN TOMP,38.5,Marginal,727.6
493,ADRIAN B/T,53.05,Marginal,727.83
494,TATSUMI,51.3,Marginal,727.8
495,BOAZ / P-04-00780,28.05,Marginal,727.43
509,ROMEO,24.08,Marginal,696.36
504,PATRICIA LYNN,32.9,Marginal,749.51
408,MAR CANTABRICO,32.9,Marginal,134.71
405,CAP. BERNY B,65.1,Internacional,114.79
346,LJUBICA M /P00-0825,32.93,Marginal,52.62
435,CIUDAD DE PORTOVIEJO,47.9,Marginal,318.13
367,SALANGO  B/T.,75.7,Fondeo no comercial,5.1
379,GRAND VICTORY,199.99,Internacional,8.77
345,MARY LYNN,33.4,Marginal,248.19
337,DON ALVARO,34.37,Marginal,201.24
336,MARIA JOSE,60.04,Marginal,78.65
375,MARIA JOSE,60.04,Fondeo no comercial,4.25
381,TXOPITUNA,77.3,Internacional,19.41
392,DIANA MARIA,36.66,Marginal,127.8
328,EILEEN MARIE,38.34,Marginal,105.61
203,EILEEN MARIE,38.34,Marginal,6.58
368,"ALESHKA, NO USAR/ CONT. ASOC.",56.93,Internacional,129.5
374,ALTAR 21,48.0,Marginal,150.58
383,AMANDA,184.1,Internacional,5.04
327,DOMINADOR I,41.76,Marginal,100.63
307,LUCIA T,52.52,Marginal,145.93
318,EL DORADO,41.76,Marginal,221.96
234,JOSELITO / P-04-00083,26.6,Marginal,1219.78
317,JOSELITO / P-04-00083,26.6,Marginal,197.47
369,EL DORADO,41.76,Marginal,-4.76
376,JOSELITO / P-04-00083,26.6,Marginal,63.18
377,ALESSIA,56.9,Internacional,194.24
380,TUNAMAR,76.75,Internacional,56.55
305,MIRIAM /P-00-00506,35.94,Marginal,15.74
378,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,244.31
373,TRANSOCEANICO I,51.5,Marginal,239.31
416,ANGARA,100.72,Internacional,456.43
372,DOÑA MARUJA,45.5,Marginal,150.53
306,INGALAPAGOS,36.77,Marginal,51.96
393,HALCYON Nº 1,45.06,Marginal,271.64
370,ALTAR 11,55.45,Marginal,75.51
352,TAURUS I,78.22,Internacional,32.63
340,ASIAN CHORUS,199.98,Internacional,-8.55
386,ESTHERCHO,62.6,Internacional,125.0
356,INGALAPAGOS,36.77,Marginal,48.36
355,VALDIVIA B/T.,86.9,Internacional,12.71
344,SINCERITY ACE,199.97,Internacional,14.22
354,ANDES I,60.7,Fondeo no comercial,25.06
297,PACIFIC TUNA / EX DON CAMIL  -NO USAR,50.35,Marginal,152.61
385,ETERNAL FORTUNE,169.03,Internacional,41.67
296,OCEAN LADY,33.77,Marginal,287.73
333,VEGA LEADER,180.0,Internacional,9.54
359,OCEAN LADY,33.77,Marginal,4.81
341,ANDINO PARK,104.31,Internacional,21.2
339,MIRO D,138.11,Internacional,22.2
278,GLORIA C,31.85,Marginal,245.18
342,CSAV RIO NEVADO,182.8,Internacional,13.8
360,YOLANDA L,66.46,Internacional,26.22
343,MORNING CAROL,199.97,Internacional,-2.23
288,TOHALLI,32.62,Marginal,19.3
279,"MIRELUR, NO USAR / CONT. ASOC.",65.4,Fondeo no comercial,118.65
390,ROMEO,24.08,Marginal,388.94
335,TOHALLI,32.62,Marginal,51.01
266,AMALIA NO USAR,68.75,Internacional,221.1
277,ROMEO,24.08,Marginal,20.25
280,DANILO C / P-04-0604,26.05,Marginal,411.98
338,YANTIAN SEA,186.0,Internacional,97.1
260,AMERICAN EAGLE,59.87,Internacional,46.2
332,AMERICAN EAGLE,59.87,Internacional,-2.4
350,JOSELITO / P-04-00083,26.6,Marginal,70.74
389,JAAN TOMP,38.5,Marginal,751.13
394,BOAZ / P-04-00780,28.05,Marginal,750.97
395,TATSUMI,51.3,Marginal,751.33
399,PATRICIA LYNN,32.9,Marginal,751.04
400,BAMBINO -EX MAURITANIA,42.5,Marginal,751.19
401,BLUE TUNA / Contrat. Asoc.,62.7,Fondeo no comercial,751.51
402,SOFIA LYNN,47.85,Fondeo no comercial,751.28
403,ADRIAN B/T,53.05,Marginal,751.36
289,LUCIA T,52.52,Marginal,18.07
300,DOÑA ROGE,56.97,Internacional,188.4
316,FORTICA,33.28,Marginal,191.96
312,REINA DEL MAR / P-04-00657,53.96,Marginal,316.96
254,ADRIAN,184.1,Internacional,0.35
261,UGAVI DOS,77.3,Internacional,125.89
228,ROSSANA L,65.17,Marginal,240.98
286,ROSSANA L,65.17,Marginal,0.18
223,TARQUI,43.5,Marginal,172.79
222,MARY LYNN,33.4,Marginal,129.75
255,ROTTERDAM,237.91,Internacional,7.4
220,CARMEN D,47.0,Marginal,235.0
256,GRAND PAVO,199.99,Internacional,4.62
262,CARIBE TUNA,68.64,Internacional,168.77
219,SOUTHERN QUEEN,36.8,Marginal,170.98
221,YOLANDA L,66.46,Internacional,257.87
283,TUNAPESCA,60.44,Internacional,80.43
285,YELISAVA,50.4,Marginal,96.64
257,PROMETHEUS LEADER,190.03,Internacional,2.04
272,ALTAR 11,55.45,Fondeo no comercial,106.12
284,EILEEN MARIE,38.34,Marginal,129.06
201,EL REY.,65.0,Internacional,33.08
290,CHIOS VOYAGER,188.0,Internacional,95.25
213,"LJUBICA M, NO USAR / P-00-00825",32.93,Marginal,90.78
202,CAP. TINO B,34.98,Marginal,125.05
205,GLORIA C,31.85,Marginal,291.41
204,MEDJUGORJE / P-04-00006,60.28,Fondeo no comercial,117.43
248,"LJUBICA M, NO USAR / P-00-00825",32.93,Marginal,3.91
271,ALEJANDRA,42.03,Marginal,151.27
232,GLORIOUS SAWARA,169.37,Internacional,47.06
190,DON ANTONIO,38.91,Marginal,129.25
252,ALTAR 8,53.51,Marginal,41.93
185,DIANA MARIA,36.66,Marginal,31.5
263,"CABO MARZO, NO USAR",68.83,Fondeo no comercial,200.65
270,LIZI,67.29,Internacional,225.34
184,CLAUDIA L,45.0,Marginal,264.98
218,ASIAN LEGEND,199.98,Internacional,11.2
182,PANCHITO L,55.16,Marginal,240.87
229,ESMERALDA C,78.75,Internacional,113.45
233,ALINA,53.85,Marginal,129.93
183,AMANDA S,71.02,Fondeo comercial,308.88
216,PROMETHEUS LEADER,190.03,Internacional,1.1
330,PATRICIA LYNN,32.9,Marginal,318.81
225,BETTY ELIZABETH,31.02,Marginal,145.68
287,INGALAPAGOS,36.77,Marginal,5.7
179,PACIFIC TUNA / EX DON CAMIL  -NO USAR,50.35,Marginal,60.89
269,BETTY C,61.11,Internacional,346.05
230,ROCIO,71.5,Internacional,178.12
210,"ANDES II, B/T /04-0633/05",70.0,Fondeo no comercial,101.49
215,COURAGEOUS ACE,198.0,Internacional,-6.66
224,CSAV RIO GRANDE,182.8,Internacional,4.24
180,DON ALVARO,34.37,Marginal,101.39
214,ALETA AZUL,70.0,Internacional,66.63
178,DOMENICA L,34.59,Marginal,171.27
176,DOÑA TULA,48.0,Marginal,189.08
244,ALTAR 11,55.45,Marginal,69.58
411,DON ABEL,70.75,Internacional,1472.01
159,ARIETE,46.0,Marginal,314.65
268,MIRY ANN  D,50.04,Marginal,728.45
155,DON ALVARO,34.37,Marginal,200.4
200,YELISAVA,50.4,Marginal,146.67
198,STELLA GEMMA,179.9,Internacional,98.14
153,"MONTENEME, NO USAR / P-04-0771",54.6,Marginal,378.64
151,SASANU MARU No.7,52.95,Marginal,53.5
154,MIRIAM /P-00-00506,35.94,Marginal,290.01
158,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,455.51
152,EL CONDE,32.6,Marginal,99.03
189,APJ KAIS,185.64,Internacional,151.22
149,NAZCA,74.25,Fondeo comercial,498.32
147,FIORELLA L,39.46,Marginal,126.0
199,"ALESHKA, NO USAR/ CONT. ASOC.",56.93,Internacional,147.45
150,CARMEN D,47.0,Marginal,186.9
148,MARIA ISABEL C,67.05,Internacional,380.24
146,MARIA FATIMA,32.4,Marginal,314.14
145,DOMINADOR I,41.76,Marginal,55.96
212,ALEJANDRA,42.03,Marginal,120.01
192,JULIE L,76.0,Fondeo no comercial,160.11
226,FARALLON,119.95,Fondeo no comercial,700.42
267,BAMBINO -EX MAURITANIA,42.5,Marginal,893.25
264,ADRIAN B/T,53.05,Marginal,893.42
265,SOFIA LYNN,47.85,Marginal,893.33
188,ESTHERCHO,62.6,Fondeo no comercial,178.71
141,MALULA,55.17,Marginal,247.91
144,SEA GEM,59.19,Fondeo comercial,306.84
142,"LJUBICA M, NO USAR / P-00-00825",32.93,Marginal,197.13
140,LUCIA T,52.52,Marginal,302.71
139,INGALAPAGOS,36.77,Marginal,138.17
137,DOÑA MARUJA,45.5,Marginal,337.77
138,CIUDAD DE PORTOVIEJO,47.9,Marginal,-0.21
136,ROMEO,24.08,Marginal,527.35
130,AURORA B,84.1,Internacional,98.14
135,ROMEO,24.08,Marginal,-1.91
131,SOUTHERN QUEEN,36.8,Marginal,196.06
132,CABO DE HORNOS,55.6,Marginal,98.68
143,ALTAR 10,53.61,Fondeo no comercial,140.63
129,SASANU MARU No.7,52.95,Marginal,470.95
109,DON MARIO,50.43,Marginal,200.96
110,DOÑA TULA,48.0,Marginal,55.84
104,EL REY.,65.0,Internacional,212.47
105,AMERICAN EAGLE,59.87,Internacional,122.86
103,ENTERPRISE,68.1,Internacional,47.03
108,GUAYATUNA DOS /P-00-0846,77.3,Fondeo no comercial,1.99
99,JOSELITO / P-04-00083,26.6,Marginal,824.51
101,DOMENICA L,34.59,Marginal,147.79
107,INGALAPAGOS,36.77,Marginal,3.35
100,GRENADIER,65.85,Internacional,24.8
98,CARMEN D,47.0,Marginal,78.6
106,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,45.03
95,DON BARTOLO,50.04,Marginal,81.96
97,DIANA MARIA,36.66,Marginal,1226.2
94,PANCHITO L,55.16,Marginal,125.28
93,EILEEN MARIE,38.34,Marginal,98.53
90,ARIETE,46.0,Marginal,166.11
112,HALCYON Nº 1,45.06,Marginal,814.39
92,DOMINADOR I,41.76,Marginal,27.33
62,DOÑA MARUJA,45.5,Marginal,-724.16
89,CLAUDIA L,45.0,Marginal,172.75
96,"ALINA, NO USAR, EX ALTAR 21",52.6,Marginal,125.76
86,ROSSANA L,65.17,Internacional,127.11
88,NORTH QUEEN,35.87,Marginal,462.44
82,EL CONDE,32.6,Marginal,222.7
66,OCEAN LADY,33.77,Marginal,172.63
60,MIRIAM /P-00-00506,35.94,Marginal,663.81
61,GLORIA C,31.85,Marginal,1199.12
63,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,1053.1
59,AMANDA S,71.02,Internacional,100.92
87,"ALTAR 6 /P-04-00827, ex Kyoshin Maru6",53.51,Marginal,186.56
58,DOÑA TULA,48.0,Marginal,282.45
76,ELIZABETH CINCO,72.1,Internacional,55.13
81,TRANSOCEANICO I,51.5,Marginal,720.35
56,MALULA,55.17,Marginal,349.43
57,DON ANTONIO,38.91,Marginal,193.55
80,MARIA JOSE,60.04,Fondeo no comercial,297.41
55,YOLANDA L,66.46,Fondeo no comercial,319.1
75,DAIICHI MARU Nº 25 /P-04-00788,46.75,Marginal,208.51
51,FIORELLA L,39.46,Marginal,794.98
50,DOMENICA L,34.59,Marginal,149.37
49,DON MARIO,50.43,Marginal,284.54
25,LUCY,43.5,Marginal,288.85
24,NAZCA,74.25,Internacional,37.39
22,ROCIO,71.5,Internacional,528.93
21,DOÑA ROGE,56.97,Internacional,416.11
6,DON ANTONIO,38.91,Marginal,164.1
10,CAP. TINO B,34.98,Marginal,78.02
8,GLORIA C,31.85,Marginal,143.99
16,EL CONDE,32.6,Marginal,246.03
18,CARMEN D,47.0,Marginal,214.25
12,MIRIAM /P-00-00506,35.94,Marginal,121.04
14,CABO DE HORNOS,55.6,Marginal,212.38
54,MEDJUGORJE / P-04-00006,60.28,Fondeo no comercial,47.41
30,REINA DEL MAR / P-04-00657,53.96,Marginal,482.44
31,PACIFIC TUNA / EX DON CAMIL  -NO USAR,50.35,Marginal,562.41
36,ALASKA / TN-04-00843,30.44,Marginal,1061.24
42,BOAZ / P-04-00780,28.05,Marginal,2169.54
43,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,534.18
44,BLUE TUNA / Contrat. Asoc.,62.7,Fondeo no comercial,2170.09
45,ALIZE,51.5,Marginal,501.41
46,JO LINDA,37.34,Marginal,4689.46
47,EL DORADO,41.76,Marginal,528.26
48,MARY LYNN,33.4,Marginal,634.16
79,CIUDAD DE PORTOVIEJO,47.9,Marginal,728.42
33,"LJUBICA M, NO USAR / P-00-00825",32.93,Fondeo no comercial,501.11
35,ROMEO,24.08,Marginal,1396.24
19,PATRICIA LYNN / CONTRAT. ASOC. NO USAR,32.9,Fondeo no comercial,142.0
29,GINO D,51.65,Marginal,1385.68
38,SASANU MARU No.7,52.95,Marginal,1701.79
39,JAAN TOMP,38.5,Marginal,2169.71
15,DANILO C / P-04-0604,26.05,Marginal,219.92
17,EASTERN PACIFIC,42.59,Marginal,240.19
26,OCEAN LADY,33.77,Marginal,318.07
40,TATSUMI,51.3,Marginal,2169.91
5,AMALIS,37.0,Marginal,69.04
28,LUCIA T,52.52,Marginal,594.45
7,SOUTHERN QUEEN,36.8,Marginal,78.04
41,MIRY ANN  D,50.04,Marginal,1447.67
9,MONTECRISTI,39.94,Marginal,26.08
32,TARQUI,43.5,Marginal,436.26
11,"GEMA DEL MAR /P-04-00128, Ramoncho",27.35,Marginal,174.92
34,EILEEN MARIE,38.34,Marginal,511.2
13,DON ALVARO,34.37,Marginal,204.04
91,JO LINDA,37.0,Marginal,-16.0
10908,NAVIG8 ANDESINE,184.06,Internacional,87788.52
347,DON ABEL,70.75,Internacional,2141.14
64,MONTECRISTI,39.94,Marginal,113.34
114,DON ALVARO,34.37,Marginal,123.7
181,DIANA MARIA,36.66,Fondeo no comercial,497.38
275,JOSELITO / P-04-00083,26.6,Fondeo no comercial,700.28
276,JAAN TOMP,38.5,Fondeo no comercial,700.47
273,BOAZ / P-04-00780,28.05,Fondeo no comercial,700.31
314,TATSUMI,51.3,Fondeo no comercial,701.42
309,BLUE TUNA / Contrat. Asoc.,62.7,Internacional,700.86
310,PATRICIA LYNN / CONTRAT. ASOC. NO USAR,32.9,Fondeo no comercial,388.29
161,INGALAPAGOS,36.77,Internacional,93.91
209,CAP. BERNY B,65.1,Internacional,390.0
187,CHIARA,56.52,Marginal,151.72
164,YELISAVA,50.4,Marginal,28.8
163,MIRY ANN  D,50.04,Marginal,27.93
160,"ALESHKA, NO USAR/ CONT. ASOC.",56.93,Marginal,28.71
293,BETTY C,61.11,Internacional,162.7
294,"CABO MARZO, NO USAR",68.83,Fondeo no comercial,139.63
295,LIZI,67.29,Internacional,193.33
291,TUNAPESCA,60.44,Internacional,95.19
320,ALEJANDRA,42.03,Marginal,285.96
349,MIRIAM /P-00-00506,35.94,Fondeo no comercial,470.21
227,LUCIA T,52.52,Marginal,283.5
281,AMANDA S,71.02,Internacional,-1.22
382,BOW FUJI,141.0,Internacional,18.9
436,JULIE L,76.0,Internacional,245.33
457,MARY LYNN,33.4,Marginal,176.75
668,JOSELITO / P-04-00083,26.6,Marginal,68.89
886,EILEEN MARIE,38.34,Marginal,55.26
27,ISABELLA,62.4,Fondeo no comercial,1412.87
67,SANDRA C,66.5,Internacional,97.89
113,OCEAN LADY,33.77,Marginal,185.74
117,DOMINADOR I,41.76,Marginal,93.67
116,DANILO C / P-04-0604,26.05,Marginal,267.98
162,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,4.08
195,CSAV RIO MAIPO,182.8,Internacional,3.77
165,CAP. BERNY B,65.1,Internacional,1.1
156,GINO D,51.65,Marginal,286.45
191,CCNI BALTICO,182.52,Internacional,2.83
157,EILEEN MARIE,38.34,Marginal,149.53
282,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,699.66
357,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,434.15
353,DON ANTONIO,38.91,Marginal,197.47
453,DON MARIO,50.43,Marginal,288.64
514,ESMERALDA C,78.75,Internacional,74.94
459,"ALTAR 6 /P-04-00827, ex Kyoshin Maru6",53.51,Fondeo no comercial,-171.35
561,"ANAIS / P-04-00414, ex Jacobita",36.58,Marginal,18.86
560,JOSELITO / P-04-00083,26.6,Marginal,241.04
794,FORTICA,33.28,Marginal,1923.67
65,DANILO C / P-04-0604,26.05,Marginal,162.65
247,MARIA JOSE,60.04,Marginal,292.72
299,BETTY ELIZABETH,31.02,Marginal,866.01
298,BOW ANDINO,133.0,Internacional,55.78
313,BERNORA,128.6,Internacional,68.97
133,JOSELITO / P-04-00083,26.6,Marginal,113.41
358,DOMENICA L,34.59,Marginal,174.49
460,CARMEN D,47.0,Marginal,53.04
465,MONTECRISTI,39.94,Marginal,92.77
466,OCEAN LADY,33.77,Marginal,101.76
518,ANDES I,60.7,Fondeo no comercial,90.41
563,CLAUDIA L,45.0,Marginal,1295.2
674,DANILO C / P-04-0604,26.05,Marginal,124.76
778,DANILO C / P-04-0604,26.05,Fondeo no comercial,317.68
890,ARIETE,46.0,Fondeo no comercial,96.54
891,MARY LYNN,33.4,Marginal,197.46
52,"MIRELUR, NO USAR / CONT. ASOC.",65.4,Fondeo no comercial,186.8
20,ALTAR 8,53.51,Fondeo no comercial,43.08
70,MARIA FATIMA,32.4,Marginal,478.66
119,EL DORADO,41.76,Marginal,119.51
118,CAP. TINO B,34.98,Marginal,296.91
120,REINA DEL MAR / P-04-00657,53.96,Marginal,219.1
334,ALTAR 8,53.51,Marginal,236.78
231,ARIETE,46.0,Marginal,79.04
236,AMALIS,37.0,Marginal,31.61
406,CLIPPER MIKI,146.19,Internacional,11.8
363,DOÑA TULA,48.0,Marginal,197.65
362,DON BARTOLO,50.04,Marginal,103.2
409,SALANGO  B/T.,75.7,Fondeo no comercial,-0.95
540,FRIO NICOLAYEV,133.95,Internacional,251.6
573,ARIETE,46.0,Marginal,71.07
680,DON MARIO,50.43,Marginal,223.58
779,CAP. TINO B,34.98,Marginal,74.61
3,JOSELITO / P-04-00083,26.6,Marginal,147.56
1,MARIA FATIMA,32.4,Marginal,148.02
111,PATRICIA LYNN / CONTRAT. ASOC. NO USAR,32.9,Marginal,1304.45
73,"LJUBICA M, NO USAR / P-00-00825",32.93,Marginal,79.67
208,INGALAPAGOS,36.77,Marginal,263.58
235,EL CONDE,32.6,Marginal,124.43
292,ALIZE,51.5,Marginal,2.25
324,MAR CANTABRICO,32.9,Marginal,122.87
429,MEDITERRANEAN SEA,182.52,Internacional,2.29
361,"ALESHKA, NO USAR/ CONT. ASOC.",56.93,Fondeo no comercial,26.35
520,HALCYON Nº 1,45.06,Marginal,39.71
461,LJUBICA M /P00-0825,32.93,Marginal,51.85
467,EL DORADO,41.76,Marginal,46.74
523,LUCILLE F,72.74,Fondeo comercial,107.56
513,CABO DE HORNOS,55.6,Marginal,8.18
566,PATRICIA LYNN,32.9,Marginal,15.88
572,EILEEN MARIE,38.34,Marginal,152.5
676,GLORIA C,31.85,Marginal,605.86
797,DOÑA ROGE,56.97,Internacional,53.54
102,DOÑA ROGE,56.97,Internacional,-6.48
798,LUCIA T,52.52,Marginal,655.87
898,DOÑA MARUJA,45.5,Marginal,79.97
899,DON ANTONIO,38.91,Marginal,665.14
1039,GRENADIER,65.85,Internacional,740.2
53,INGALAPAGOS,36.77,Marginal,66.28
71,"MONTENEME, NO USAR / P-04-0771",54.6,Marginal,189.47
72,MEDJUGORJE / P-04-00006,60.28,Fondeo no comercial,126.67
122,MARY LYNN,33.4,Marginal,102.52
115,DOÑA ROGE,56.97,Internacional,19.07
121,MEDJUGORJE / P-04-00006,60.28,Fondeo no comercial,127.12
167,ROMEO,24.08,Marginal,247.67
166,NORTH QUEEN,35.87,Marginal,309.23
194,DAIICHI MARU Nº 25 /P-04-00788,46.75,Marginal,98.81
237,LUCY,43.5,Marginal,483.12
321,DAIICHI MARU Nº 25 /P-04-00788,46.75,Marginal,129.74
364,MONTENEME,54.6,Marginal,296.86
365,ALASKA / TN-04-00843,30.44,Marginal,99.24
439,TXOPITUNA,77.3,Internacional,26.77
410,MARIA DEL CARMEN B/T.,81.2,Internacional,16.91
574,OCEAN LADY,33.77,Marginal,316.63
625,MONTECRISTI,39.94,Marginal,1283.94
626,ROMEO,24.08,Marginal,2195.27
681,AURORA B,84.1,Internacional,25.11
809,ELIZABETH CINCO,72.1,Internacional,171.01
904,ALIZE,51.5,Marginal,129.04
2,"MONTENEME, NO USAR / P-04-0771",54.6,Marginal,210.85
74,CABO DE HORNOS,55.6,Fondeo no comercial,51.12
85,PANAMA TUNA,115.58,Internacional,87.77
211,ELIZABETH CINCO,72.1,Internacional,328.7
197,CLIPPER MAKISHIO,138.56,Internacional,22.4
186,EL DORADO,41.76,Marginal,-6.77
196,MAR CANTABRICO,32.9,Marginal,70.74
238,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,221.29
322,ALTAR 21,48.0,Marginal,195.1
239,MONTECRISTI,39.94,Marginal,458.15
440,CAP. TINO B,34.98,Marginal,148.58
442,SOUTHERN QUEEN,36.8,Marginal,147.63
366,BETTY ELIZABETH,31.02,Marginal,119.64
407,TORM LANA,183.0,Internacional,28.98
441,EL CONDE,32.6,Marginal,142.95
529,RAMADA QUEEN,183.0,Internacional,52.95
468,LUCY,43.5,Marginal,72.13
438,ROSSANA L,65.17,Internacional,26.41
527,CLIPPER MAKISHIO,146.57,Internacional,33.82
517,ADRIAN,184.1,Internacional,15.79
623,HALCYON Nº 1,45.06,Marginal,1.93
682,EILEEN MARIE,38.34,Marginal,417.69
685,MIRIAM /P-00-00506,35.94,Marginal,198.5
806,RODOLFO X /P-00-0705/05,51.65,Marginal,197.89
818,INGALAPAGOS,36.77,Marginal,310.62
903,DON ALVARO,34.37,Marginal,103.35
918,DOMINADOR I,41.76,Marginal,57.0
69,ALTAR 21,48.0,Marginal,-4.74
84,"ALESHKA, NO USAR/ CONT. ASOC.",56.93,Fondeo no comercial,13.16
123,TARQUI,43.5,Marginal,360.46
169,OCEAN LADY,33.77,Marginal,220.51
168,DANILO C / P-04-0604,26.05,Marginal,213.95
259,PACIFIC TUNA / EX DON CAMIL  -NO USAR,50.35,Marginal,193.22
174,EL DORADO,41.76,Marginal,28.99
303,YOLANDA L,66.46,Internacional,-5.23
304,MARIA FATIMA,32.4,Marginal,41.16
391,MARIA FATIMA,32.4,Marginal,559.32
250,BETTY C,61.11,Internacional,1865.96
251,FORTICA,33.28,Marginal,1417.69
240,MALULA,55.17,Marginal,260.83
329,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,66.53
301,DON ALVARO,34.37,Marginal,39.04
302,BOW ANDINO,133.0,Internacional,50.14
469,PACIFIC TUNA / EX DON CAMIL  -NO USAR,50.35,Marginal,560.91
697,PANCHITO L,55.16,Marginal,233.78
821,"EDU, EX MARÍA / P-04-00377",31.75,Marginal,150.7
819,DON ANTONIO,38.91,Marginal,20.85
922,CABO MARZO,68.83,Internacional,139.66
1053,ALASKA / TN-04-00843,30.44,Marginal,45.97
78,TARQUI,43.5,Marginal,99.2
126,LUCY,43.5,Marginal,336.44
124,MARTA LUCIA R,78.33,Internacional,167.92
125,ALIZE,51.5,Marginal,88.23
127,MONTECRISTI,39.94,Marginal,336.22
193,ALTAR 8,53.51,Marginal,45.85
206,ALASKA / TN-04-00843,30.44,Marginal,2.4
171,ALASKA / TN-04-00843,30.44,Marginal,915.07
217,CHEMSTAR VENUS,147.83,Internacional,39.31
319,"ANDES II, B/T /04-0633/05",70.0,Fondeo no comercial,70.14
325,NORTH QUEEN,35.87,Marginal,173.87
444,REINA DE LA PAZ,91.0,Internacional,145.43
404,SZYMANOWSKI,170.0,Internacional,15.67
481,DOMINADOR I,41.76,Marginal,4.0
482,DON ALVARO,34.37,Marginal,273.96
824,MONTENEME,54.6,Marginal,100.76
905,CARMEN D,47.0,Marginal,213.02
4,NORTH QUEEN,35.87,Marginal,15.79
